lon,lat
4482.934607040621,8006.585109722056
4620.283884318312,8139.437953618196
4747.746144165006,8279.525785334454
4864.52130203368,8426.943271619884
4969.757204927584,8581.759755038664
5062.548087361651,8744.012064870154
5141.933778720005,8913.696181189536
5206.899925172777,9090.75765102857
5256.379545209359,9275.080675128498
5289.256298900338,9466.475817290033
5304.369914852937,9664.666339977945
5300.524281448723,9869.273244445807
5276.498764122365,10079.799196202472
5231.0633491766985,10295.611651758161
5162.998224720717,10515.92567356476
5071.118375087049,10739.787127533968
4954.303667644817,10966.05719762214
4811.534729235559,11193.399414147912
4052.583599834565,8327.304905317005
4170.336591893672,8452.384698582793
4278.415798161491,8583.76414734796
4376.106054856982,8721.44827186067
4462.655946318062,8865.412357298866
4537.278263879248,9015.595649855359
4599.151315292907,9171.894283402286
4647.4212949806915,9334.153418901331
4681.205956070262,9502.158606190838
4699.59985470773,9675.626415820649
4701.681462825167,9854.194439224892
4686.5224636234825,10037.410820549449
4653.19954953748,10224.723564206779
4600.8090291316985,10415.469959074142
4528.484509768902,10608.86657196861
4435.417848630355,10804.000386105166
4320.883447133039,10999.821788035946
4184.265795228909,11195.1402285518
3602.4651718574382,8626.507073420538
3701.1624210946984,8741.853494766785
3790.6256067469867,8862.516341413619
3870.239141507428,8988.426506695983
3939.365957114581,9119.484094408717
3997.349325414505,9255.553372206168
4043.5154841017415,9396.45729845296
4077.17721137215,9541.971655818848
4097.638504679267,9691.818850722051
4104.200525870224,9845.661469893488
4096.1689761097505,10003.095724304516
4072.863056643198,10163.644956536022
4033.6261526359754,10326.753439841525
3977.8383437724583,10491.780754313793
3904.930793611822,10657.9970852473
3814.4019967333493,10824.579847185098
3705.8357660590113,10990.612088876778
3578.9207214306034,11155.08317244985
3133.3481310524267,8902.861506626108
3213.7593982743233,9006.555710080003
3285.6105569863857,9114.568180404824
3348.3952662171787,9226.77483320114
3401.5984376328515,9343.022747451389
3444.698753419455,9463.126537192858
3477.1718416497993,9586.864564846337
3498.4941901890443,9713.975050196113
3508.147879049941,9844.15214790782
3505.626205980186,9977.0420881317
3490.440269788902,10112.239498879368
3462.1265592437016,10249.284054881562
3420.255571026943,10387.657624540308
3364.441447063778,10526.78211291622
3294.3525786225155,10666.018222443476
3209.723071507609,10804.665371685494
3110.364903702724,10941.963022855687
2996.1805352508854,11077.09366754599
2764.6925887435773,9338.74740622981
2812.126441563604,9435.45940620618
2851.1252350872865,9535.172368670424
2881.3005969259284,9637.677747498787
2902.270962281692,9742.73800122277
2913.665135441904,9850.08441825496
2915.126370318039,9959.415071241774
2906.316987263037,10070.392974312674
2856.6624619566537,10295.758350971531
2815.2863431866967,10409.28459555052
2622.6767858094718,10747.26600126883
2320.878669214899,10038.016039402006
2308.579236885783,10126.482227675888
