lon,lat
3661.6759289028414,9312.205236411786
3691.1273808623105,9394.71098906551
3715.944265950697,9478.910682346253
3735.9696417739847,9564.7390254775
3751.046359004941,9652.122708110326
3761.017651219215,9740.979863840173
3765.727801782491,9831.21953353466
3765.022892327817,9922.74113452132
3758.751636947442,10015.43394268074
3746.7663056389406,10109.176595543087
3728.9237397673865,10203.83662557964
3705.086461310374,10299.270033994097
3675.1238764190816,10395.320916424862
3638.913572336969,10491.821153034944
3596.3427049534566,10588.590176450909
3547.3094722244364,10685.43483186827
3491.724666364544,10782.149344314326
3429.513295117946,10878.515408489844
3360.61625956818,10974.302416733457
3284.9920728915795,11069.267840398941
3202.6186012483136,11163.157779237314
3033.0019761736194,8957.596897469635
3083.172616654141,9021.953701863316
3129.9583176154865,9088.021345619389
3173.232553935162,9155.7684011289
3212.8674462434683,9225.159065129377
3248.7339873879814,9296.152810470217
3280.70230691756,9368.704026799098
3308.6419766853505,9442.76165180417
3332.4223607089407,9518.268795045005
3351.9130124202266,9595.162356846444
3366.9841223786125,9673.372645214902
3377.5070193979595,9752.822994263977
3383.3547278392075,9833.429388203363
3384.4025835348953,9915.100095547657
3380.5289104264352,9997.73531883254
3371.6157594976175,10081.22686577675
3357.5497109663484,10165.45784848712
3338.22273993981,10250.302417956
3313.5331448362085,10335.625541727797
3283.386536821881,10421.282833192625
3247.696887300993,10507.120441475294
3206.3876291264646,10592.97501129888
3159.392805679803,10678.673722482825
3106.6582603052784,10764.034418851908
3048.142856798692,10848.865836249648
2983.819719769407,10932.967939031247
2913.677481751862,11016.132373822526
2837.721521984643,11098.143048439915
2802.7744426865115,9238.11971470822
2839.3594818684664,9299.835551194621
2872.5752211042786,9362.928413983276
2902.313107952218,9427.352772833256
2928.4648020378177,9493.058576140333
2950.92248093183,9559.990982656569
2969.5791809804114,9628.090093479124
2984.3291748160063,9697.290686696764
2995.068387127397,9767.521957423263
3001.694850065579,9838.707266304542
3004.1091994021212,9910.763899956992
3002.2152122323682,9983.602847172673
2995.9203866211137,10057.12859510637
2985.1365631180024,10131.238950031562
2969.7805875190643,10205.824887607754
2949.775013616347,10280.770437928386
2925.0488439577593,10355.952610904602
2895.538305834146,10431.241367769788
2861.1876588234586,10506.499644648235
2821.950029258063,10581.583434200244
2777.788265950517,10656.341931318619
2728.6758104283895,10730.617748688563
2674.5975738076218,10804.24720771766
2571.5096561451924,9604.307272972634
2589.0246926493937,9663.724529307252
2603.1331828629022,9724.049095693315
2613.7525266268617,9785.216655393526
2620.8024456808703,9847.158368901646
2624.205372687683,9909.800728989092
2623.886867347416,9973.065430244189
2619.7760593488038,10036.86925597247
2611.806117568623,10101.12398551685
2599.914744549406,10165.736325228325
2584.044694859873,10230.607866465318
2564.1443154726658,10295.635074114694
2244.7614320973876,9912.277116634064
2237.677023868118,10075.063965318632
2228.7717565246476,10129.946072669734
1865.8549881418085,9918.259290624772
1867.5146335884792,9962.896626621523
1866.5294721322866,10007.836359426334
