lon,lat
4482.934607040621,8006.585109722056
4606.383165700298,8125.221169198334
4721.968079162278,8249.650749827935
4829.120519269505,8379.944377084284
4927.23841528081,8516.157190457816
5015.685468108962,8658.32496774063
5093.79051377663,8806.459575189961
5160.84734873938,8960.54379458171
5216.1151518066135,9120.525484247739
5258.819661661518,9286.311041732682
5288.155294891618,9457.758152018729
5303.288416036145,9634.667828846532
5303.361996936907,9816.775789139296
5287.501925458455,10003.743243582865
5254.82524039605,10195.147241567653
5204.450576123511,10390.470777117058
5135.51109221557,10589.092944536405
5047.170133873598,10790.279527538873
4938.63981165668,10993.174510990626
4809.202596606655,11196.793115202057
4658.235892658795,11400.017060867616
4098.4828647114455,8294.780683173003
4206.189572514995,8407.303336406261
4306.171549689257,8524.956650233391
4397.912521713188,8647.75351544012
4480.871862773163,8775.68870745292
4554.4846426602135,8908.735309217765
4618.162078431502,9046.840723070494
4671.292485405532,9189.922256291047
4713.242835664999,9337.862274574401
4743.361045982368,9490.502930881883
4760.979130225257,9647.640494788786
4765.417362809406,9809.019330253866
4755.989608262795,9974.325598375603
4732.009975662197,10143.180796680763
4692.800953392708,10315.135288028025
4637.703166735143,10489.66202004861
4566.086875229558,10666.150689250822
4477.365285424893,10843.902660627366
4371.009694402067,11022.12701079908
4246.566397716608,11199.93811599778
4103.675190529128,11376.355249618047
3698.1168129991947,8565.831035926953
3790.444530834022,8670.83213428271
3875.330404893134,8780.267142247254
3952.319496347968,8894.099724845055
4020.940984919698,9012.274403013143
4080.7089722932965,9134.71355897084
4131.1236863635395,9261.314185017243
4171.67315676174,9391.944383511387
4201.835438533483,9526.439635682282
4221.081466278325,9664.598869338046
4228.878624869729,9806.180370771563
4224.695124231017,9950.897604393736
4208.00526356282,10098.415024936397
4178.295663745305,10248.343991329648
4135.072534082272,10400.238918174302
4077.8700197390644,10553.593829337216
4006.2596477885136,10707.83950737875
3919.860851505876,10862.341460523552
3818.352503572041,11016.398953359003
3701.485328861262,11169.245365431694
3569.094997071942,11320.050149908891
3359.837330105201,8914.876765306222
3430.2858965073865,9014.693190719341
3493.3374451404898,9118.15625378154
3548.5964413387205,9225.172173157453
3595.6603187718238,9335.626262882566
3634.1210949699184,9449.380495246593
3663.56738343874,9566.270957044839
3683.5868491749275,9686.105227397187
3693.7691544256136,9808.659714914487
3693.7094398190934,9933.677002966251
3683.012382019024,10060.863264089512
3661.296862269416,10189.88581798023
3628.2012700216164,10320.370921683258
3583.389451696254,10451.901895023833
3526.5572960216477,10584.01769827392
3457.439923921117,10716.212091562204
3375.8194224220097,10847.933515423741
3281.5330286648564,10978.585837730408
3174.481632352066,11107.530112459377
3054.638423961233,11234.087488671132
2851.867655799687,9052.673564712442
3022.0146248811557,9319.134528801535
3065.033452955137,9413.69395078483
3100.6736328628554,9510.909344396072
3128.6177540279386,9610.623615000008
3148.5515698823524,9712.658066829059
3160.1663273591103,9816.810774709122
3163.1614353613336,9922.855010989977
3157.247488043028,10030.53776897376
3142.1496532205815,10139.578430936153
3117.6114289104457,10249.667635665586
3083.3987616632216,10360.466406993779
3039.3045088960002,10471.605610658302
2985.153213753818,10582.685811541136
2920.806145213143,10693.277606302327
2846.166538382636,10802.9225070459
2597.1131633732016,9660.069986579914
2616.089717426833,9744.711032105317
2628.1945669161,9830.95486571589
2633.212359516228,9918.606989354706
2630.9392049018015,10007.454726861026
2621.1850244160314,10097.266613759124
2603.7760952407093,10187.791942089532
2578.5577775500733,10278.760494382142
1577.6614762290492,9983.123511632086
